timestamp,open,high,low,close,volume,symbol
2024-12-19 04:00:00,220.66,221.48,220.5,220.8,26,IBM
2024-12-19 04:05:00,220.8,221.48,220.56,221.46,138,IBM
2024-12-19 04:10:00,220.87,221.44,220.69,220.86,162,IBM
2024-12-19 04:15:00,220.88,221.1,220.46,220.73,19,IBM
2024-12-19 04:20:00,220.86,221.42,220.71,221.37,26,IBM
2024-12-19 04:25:00,220.71,221.34,220.71,220.99,12,IBM
2024-12-19 04:30:00,220.77,221.42,220.68,220.68,105,IBM
2024-12-19 04:35:00,220.97,221.0,220.71,220.71,10,IBM
2024-12-19 04:40:00,220.66,220.73,220.64,220.73,6,IBM
2024-12-19 04:45:00,221.37,221.37,220.7,220.7,33,IBM
2024-12-19 04:50:00,220.8,220.8,220.68,220.68,25,IBM
2024-12-19 05:05:00,221.1,221.1,221.1,221.1,3,IBM
2024-12-19 05:10:00,221.1,221.1,220.77,220.77,15,IBM
2024-12-19 05:20:00,221.23,221.23,220.83,220.83,2,IBM
2024-12-19 05:25:00,221.2,221.2,221.11,221.2,28,IBM
2024-12-19 05:30:00,221.37,221.37,221.16,221.34,7,IBM
2024-12-19 05:35:00,221.2,221.2,221.0,221.0,55,IBM
2024-12-19 05:40:00,221.0,221.3,220.83,221.08,24,IBM
2024-12-19 05:45:00,221.08,221.08,221.05,221.05,13,IBM
2024-12-19 05:55:00,221.07,221.07,220.82,220.83,27,IBM
2024-12-19 06:05:00,221.03,221.26,221.03,221.07,29,IBM
2024-12-19 06:10:00,220.83,221.06,220.83,221.06,5,IBM
2024-12-19 06:15:00,221.06,221.06,221.05,221.05,2,IBM
2024-12-19 06:20:00,221.05,221.2,221.05,221.2,4,IBM
2024-12-19 06:25:00,221.06,221.06,221.05,221.06,9,IBM
2024-12-19 06:35:00,221.06,221.06,220.85,220.85,34,IBM
2024-12-19 06:40:00,221.06,221.06,220.71,220.72,247,IBM
2024-12-19 06:45:00,220.84,221.17,220.84,221.07,8,IBM
2024-12-19 06:50:00,221.17,221.2,220.87,220.87,17,IBM
2024-12-19 06:55:00,220.86,221.17,220.86,221.17,7,IBM
2024-12-19 07:00:00,221.21,222.45,221.06,221.89,578,IBM
2024-12-19 07:05:00,221.6,222.3,221.6,221.86,38,IBM
2024-12-19 07:10:00,222.2,222.2,222.2,222.2,5,IBM
2024-12-19 07:15:00,222.24,222.24,222.24,222.24,30,IBM
2024-12-19 07:20:00,222.44,222.89,222.44,222.89,97,IBM
2024-12-19 07:25:00,222.78,223.26,222.77,222.92,670,IBM
2024-12-19 07:30:00,223.0,223.0,222.75,222.92,679,IBM
2024-12-19 07:35:00,223.17,223.4,223.0,223.01,210,IBM
2024-12-19 07:40:00,223.04,223.04,223.04,223.04,41,IBM
2024-12-19 07:45:00,223.01,223.01,223.0,223.0,393,IBM
2024-12-19 07:50:00,223.02,223.4,223.02,223.02,34,IBM
2024-12-19 07:55:00,223.24,223.25,223.23,223.25,57,IBM
2024-12-19 08:00:00,221.21,223.5,220.13,223.31,3598,IBM
2024-12-19 08:05:00,223.34,223.88,220.17,223.18,767,IBM
2024-12-19 08:10:00,223.7891,223.7891,223.19,223.19,609,IBM
2024-12-19 08:15:00,223.271,223.88,220.17,223.3,406,IBM
2024-12-19 08:20:00,223.5,223.75,223.25,223.63,139,IBM
2024-12-19 08:25:00,223.7,223.7,223.23,223.35,618,IBM
2024-12-19 08:30:00,223.36,223.5,223.36,223.5,396,IBM
2024-12-19 08:35:00,223.5,223.75,223.35,223.75,162,IBM
2024-12-19 08:40:00,223.4,223.75,223.37,223.55,38,IBM
2024-12-19 08:45:00,223.58,223.75,223.52,223.6,481,IBM
2024-12-19 08:50:00,223.52,223.7,223.52,223.52,569,IBM
2024-12-19 08:55:00,223.75,223.75,223.52,223.74,490,IBM
2024-12-19 09:00:00,223.61,223.62,220.17,223.5,30112,IBM
2024-12-19 09:05:00,223.5,223.5,223.31,223.4,183,IBM
2024-12-19 09:10:00,223.62,223.62,223.0,223.5,99,IBM
2024-12-19 09:15:00,223.5,223.62,223.36,223.36,243,IBM
2024-12-19 09:20:00,223.44,223.62,223.03,223.6,84,IBM
2024-12-19 09:25:00,223.6,224.0,222.85,223.97,2303,IBM
2024-12-19 09:30:00,224.42,225.26,223.05,224.88,129820,IBM
2024-12-19 09:35:00,224.83,225.583,224.29,225.39,50066,IBM
2024-12-19 09:40:00,225.3767,226.2,225.355,225.55,65035,IBM
2024-12-19 09:45:00,225.505,225.61,225.065,225.07,42818,IBM
2024-12-19 09:50:00,225.18,225.18,224.18,224.25,32011,IBM
2024-12-19 09:55:00,224.39,224.92,224.2322,224.78,25366,IBM
2024-12-19 10:00:00,224.82,224.92,223.81,223.9737,31514,IBM
2024-12-19 10:05:00,223.93,224.2785,223.81,224.2785,33315,IBM
2024-12-19 10:10:00,224.14,224.5,223.92,224.025,38821,IBM
2024-12-19 10:15:00,224.02,224.3497,223.87,224.1201,32341,IBM
2024-12-19 10:20:00,224.08,224.14,223.215,223.61,37130,IBM
2024-12-19 10:25:00,223.76,224.11,223.67,224.055,25251,IBM
2024-12-19 10:30:00,224.16,224.34,223.95,224.0771,19609,IBM
2024-12-19 10:35:00,224.23,224.7,223.605,224.48,35081,IBM
2024-12-19 10:40:00,224.383,224.53,223.97,224.0805,62423,IBM
2024-12-19 10:45:00,224.04,224.22,223.49,224.215,23569,IBM
2024-12-19 10:50:00,224.215,224.608,223.89,223.89,55888,IBM
2024-12-19 10:55:00,223.9081,224.17,223.69,223.95,16231,IBM
2024-12-19 11:00:00,223.92,224.1179,223.56,223.56,15075,IBM
2024-12-19 11:05:00,223.66,223.86,223.54,223.62,14605,IBM
2024-12-19 11:10:00,223.7,223.7,223.45,223.6,13388,IBM
2024-12-19 11:15:00,223.6,224.05,223.6,223.87,23687,IBM
2024-12-19 11:20:00,223.88,224.34,223.84,224.25,17939,IBM
2024-12-19 11:25:00,224.33,224.55,224.13,224.3433,33920,IBM
2024-12-19 11:30:00,224.44,224.44,223.96,224.0166,18439,IBM
2024-12-19 11:35:00,223.98,224.3,223.82,224.28,55167,IBM
2024-12-19 11:40:00,224.15,224.15,223.92,224.025,18120,IBM
2024-12-19 11:45:00,224.1042,224.3195,224.005,224.21,21776,IBM
2024-12-19 11:50:00,224.27,224.32,223.75,223.815,42223,IBM
2024-12-19 11:55:00,223.81,223.91,223.63,223.755,15797,IBM
2024-12-19 12:00:00,223.755,223.97,223.64,223.86,16632,IBM
2024-12-19 12:05:00,223.976,223.976,223.66,223.79,9564,IBM
2024-12-19 12:10:00,223.79,223.99,223.6201,223.99,15129,IBM
2024-12-19 12:15:00,223.94,224.05,223.8,223.92,24611,IBM
2024-12-19 12:20:00,223.9865,223.9865,223.67,223.83,47439,IBM
2024-12-19 12:25:00,223.87,224.03,223.7804,223.98,19921,IBM
2024-12-19 12:30:00,223.9999,224.08,223.58,224.005,37550,IBM
2024-12-19 12:35:00,223.88,224.0899,223.7,223.86,22845,IBM
2024-12-19 12:40:00,223.86,224.6,223.5512,223.69,99151,IBM
2024-12-19 12:45:00,223.66,223.72,223.14,223.165,20210,IBM
2024-12-19 12:50:00,223.081,223.2,222.98,223.2,16594,IBM
2024-12-19 12:55:00,223.0401,223.75,223.04,223.71,30942,IBM
2024-12-19 13:00:00,223.635,223.7,223.03,223.1723,21851,IBM
2024-12-19 13:05:00,223.22,223.58,223.02,223.46,34122,IBM
2024-12-19 13:10:00,223.46,223.55,223.27,223.55,16917,IBM
2024-12-19 13:15:00,223.535,223.78,223.45,223.78,22794,IBM
2024-12-19 13:20:00,223.8199,224.12,223.76,224.04,28610,IBM
2024-12-19 13:25:00,224.0085,224.4614,224.0085,224.35,15049,IBM
2024-12-19 13:30:00,224.29,224.53,224.15,224.38,11969,IBM
2024-12-19 13:35:00,224.405,224.7,224.405,224.7,13281,IBM
2024-12-19 13:40:00,224.74,225.09,224.7,225.054,13462,IBM
2024-12-19 13:45:00,224.9475,225.08,224.81,225.0011,11216,IBM
2024-12-19 13:50:00,224.95,225.13,224.9,224.93,15238,IBM
2024-12-19 13:55:00,225.0015,225.67,225.0,225.64,21089,IBM
2024-12-19 14:00:00,225.57,225.84,225.47,225.6701,29176,IBM
2024-12-19 14:05:00,225.76,225.83,225.298,225.3494,18518,IBM
2024-12-19 14:10:00,225.3669,225.37,225.074,225.24,17551,IBM
2024-12-19 14:15:00,225.19,225.51,225.03,225.17,30776,IBM
2024-12-19 14:20:00,225.17,225.37,224.94,225.37,10433,IBM
2024-12-19 14:25:00,225.38,225.56,225.25,225.2815,25487,IBM
2024-12-19 14:30:00,225.365,225.4899,225.15,225.37,21101,IBM
2024-12-19 14:35:00,225.46,225.61,225.3,225.38,18522,IBM
2024-12-19 14:40:00,225.3,225.38,225.15,225.31,13096,IBM
2024-12-19 14:45:00,225.26,225.31,225.13,225.14,16059,IBM
2024-12-19 14:50:00,225.14,225.5,225.14,225.29,69492,IBM
2024-12-19 14:55:00,225.23,225.34,224.85,224.9372,50000,IBM
2024-12-19 15:00:00,224.95,224.96,224.57,224.6245,30591,IBM
2024-12-19 15:05:00,224.57,224.752,224.47,224.74,23423,IBM
2024-12-19 15:10:00,224.71,224.71,224.36,224.65,22432,IBM
2024-12-19 15:15:00,224.675,224.95,224.675,224.9161,28798,IBM
2024-12-19 15:20:00,224.88,225.06,224.805,224.9414,24170,IBM
2024-12-19 15:25:00,224.9136,224.94,224.64,224.74,23583,IBM
2024-12-19 15:30:00,224.75,224.8,224.48,224.67,258834,IBM
2024-12-19 15:35:00,224.68,225.05,224.37,224.97,46407,IBM
2024-12-19 15:40:00,224.95,225.235,224.82,224.97,34863,IBM
2024-12-19 15:45:00,224.975,225.18,224.85,225.07,46422,IBM
2024-12-19 15:50:00,225.0,225.05,224.29,224.35,112851,IBM
2024-12-19 15:55:00,224.38,224.61,223.86,223.92,276014,IBM
2024-12-19 16:00:00,223.915,223.99,222.0,223.92,2251653,IBM
2024-12-19 16:05:00,223.92,223.92,223.92,223.92,145111,IBM
2024-12-19 16:10:00,223.92,225.65,223.92,223.92,950242,IBM
2024-12-19 16:15:00,223.92,223.92,222.3,223.8,2637,IBM
2024-12-19 16:20:00,223.92,223.92,223.8,223.92,215,IBM
2024-12-19 16:25:00,223.6,223.61,223.0,223.61,7,IBM
2024-12-19 16:30:00,223.9,224.0,223.9,223.92,348,IBM
2024-12-19 16:35:00,224.6,224.6,223.92,223.92,11,IBM
2024-12-19 16:40:00,223.9201,223.9201,223.92,223.92,56,IBM
2024-12-19 16:45:00,224.47,224.8483,224.47,224.8483,13,IBM
2024-12-19 16:50:00,222.9,222.9,222.9,222.9,10,IBM
2024-12-19 16:55:00,225.65,225.65,224.47,224.78,339,IBM
2024-12-19 17:00:00,223.92,224.78,223.92,224.78,106,IBM
2024-12-19 17:05:00,223.48,225.01,223.48,225.0,279,IBM
2024-12-19 17:10:00,223.9,225.65,223.9,225.65,203,IBM
2024-12-19 17:15:00,223.97,224.3,223.92,223.92,44415,IBM
2024-12-19 17:20:00,224.01,224.01,224.01,224.01,10,IBM
2024-12-19 17:25:00,223.93,224.3,223.92,223.92,75,IBM
2024-12-19 17:30:00,224.3,224.3,224.3,224.3,50,IBM
2024-12-19 17:35:00,223.92,223.99,223.92,223.99,12,IBM
2024-12-19 17:40:00,224.3,224.3,224.0,224.0,8,IBM
2024-12-19 17:45:00,223.93,224.2,223.92,224.2,15,IBM
2024-12-19 17:50:00,224.19,224.19,224.19,224.19,1,IBM
2024-12-19 17:55:00,224.2,224.2,208.09,223.95,110,IBM
2024-12-19 18:00:00,223.95,223.95,223.92,223.92,45,IBM
2024-12-19 18:15:00,224.0,224.0,224.0,224.0,1,IBM
2024-12-19 18:20:00,224.0,224.07,224.0,224.07,4,IBM
2024-12-19 18:25:00,224.3,224.3,224.3,224.3,10,IBM
2024-12-19 18:30:00,223.92,224.01,223.92,224.01,947530,IBM
2024-12-19 18:35:00,224.01,224.15,224.0,224.15,29,IBM
2024-12-19 18:40:00,224.29,224.29,224.29,224.29,2,IBM
2024-12-19 18:45:00,223.1267,223.1267,222.0,222.0,6,IBM
2024-12-19 19:00:00,223.92,223.92,223.41,223.41,947531,IBM
2024-12-19 19:05:00,223.92,223.92,223.92,223.92,2788,IBM
2024-12-19 19:15:00,224.29,224.2999,224.29,224.2999,3,IBM
2024-12-19 19:20:00,222.995,223.52,222.995,223.52,6,IBM
2024-12-19 19:30:00,223.92,223.92,223.91,223.92,4,IBM
2024-12-19 19:35:00,223.92,223.92,222.43,223.5,38,IBM
2024-12-19 19:45:00,222.43,222.43,222.43,222.43,50,IBM
2024-12-19 19:55:00,222.5838,222.5838,222.5838,222.5838,26,IBM
2024-12-20 04:00:00,223.0,223.92,222.56,223.4,77,IBM
2024-12-20 04:05:00,222.68,223.3,222.14,222.14,91,IBM
2024-12-20 04:10:00,222.17,222.68,222.17,222.6,206,IBM
2024-12-20 04:15:00,222.15,222.15,221.7,221.84,164,IBM
2024-12-20 04:20:00,222.09,222.28,221.2,222.04,115,IBM
2024-12-20 04:25:00,222.24,222.53,221.36,222.38,377,IBM
2024-12-20 04:30:00,222.38,222.38,221.61,221.61,21,IBM
2024-12-20 04:35:00,222.35,222.35,221.85,221.9,73,IBM
2024-12-20 04:40:00,222.29,222.45,222.29,222.45,18,IBM
2024-12-20 04:45:00,221.91,221.91,221.65,221.65,30,IBM
2024-12-20 04:50:00,221.65,222.04,221.54,222.04,83,IBM
2024-12-20 04:55:00,222.23,222.5,222.0,222.49,277,IBM
2024-12-20 05:00:00,222.49,222.69,222.49,222.69,64,IBM
2024-12-20 05:05:00,222.19,222.69,222.19,222.2,11,IBM
2024-12-20 05:10:00,222.24,222.57,222.24,222.49,9,IBM
2024-12-20 05:15:00,222.47,222.47,222.01,222.4,51,IBM
2024-12-20 05:20:00,221.84,222.36,221.83,221.9,122,IBM
2024-12-20 05:25:00,221.9,222.34,221.9,221.91,49,IBM
2024-12-20 05:30:00,221.94,221.94,221.94,221.94,12,IBM
2024-12-20 05:35:00,222.33,222.33,221.96,221.96,11,IBM
2024-12-20 05:40:00,222.29,222.3,221.96,222.0,97,IBM
2024-12-20 05:45:00,222.0,222.0,222.0,222.0,12,IBM
2024-12-20 05:50:00,222.01,222.01,221.95,221.95,20,IBM
2024-12-20 05:55:00,222.02,222.4,222.02,222.4,96,IBM
2024-12-20 06:00:00,222.38,222.52,222.23,222.52,58,IBM
2024-12-20 06:10:00,222.26,222.26,222.26,222.26,15,IBM
2024-12-20 06:15:00,222.52,222.52,222.27,222.27,22,IBM
2024-12-20 06:20:00,222.52,222.52,222.48,222.48,5,IBM
2024-12-20 06:25:00,222.48,222.48,222.48,222.48,1,IBM
2024-12-20 06:30:00,222.06,222.09,222.06,222.09,26,IBM
2024-12-20 06:35:00,222.08,222.5,222.08,222.5,2,IBM
2024-12-20 06:40:00,222.47,222.7,222.22,222.22,83,IBM
2024-12-20 06:45:00,222.66,222.69,222.24,222.52,127,IBM
2024-12-20 06:50:00,222.52,222.52,222.15,222.47,67,IBM
2024-12-20 06:55:00,222.23,222.49,222.23,222.48,97,IBM
2024-12-20 07:00:00,222.41,222.5,222.07,222.5,88,IBM
2024-12-20 07:05:00,222.4,222.51,222.23,222.23,124,IBM
2024-12-20 07:10:00,222.33,222.4,222.23,222.23,113,IBM
2024-12-20 07:15:00,222.3,222.4,222.23,222.23,93,IBM
2024-12-20 07:20:00,222.24,222.24,222.06,222.21,271,IBM
2024-12-20 07:25:00,222.05,222.07,222.0,222.05,26,IBM
2024-12-20 07:30:00,222.2,222.21,222.05,222.2,106,IBM
2024-12-20 07:35:00,222.0,222.21,221.9,222.15,164,IBM
2024-12-20 07:40:00,222.1,222.16,221.95,222.14,299,IBM
2024-12-20 07:45:00,222.14,222.52,222.14,222.32,758,IBM
2024-12-20 07:50:00,222.35,222.36,222.32,222.32,55,IBM
2024-12-20 07:55:00,222.36,222.36,222.36,222.36,10,IBM
2024-12-20 08:00:00,222.59,223.92,221.3,222.1,1488,IBM
2024-12-20 08:05:00,221.81,222.71,221.81,222.65,170,IBM
2024-12-20 08:10:00,222.31,222.86,221.5,221.5,463,IBM
2024-12-20 08:15:00,222.9,222.9,222.26,222.9,350,IBM
2024-12-20 08:20:00,222.22,222.22,221.71,221.71,49,IBM
2024-12-20 08:25:00,221.7115,222.31,221.04,222.0,1271,IBM
2024-12-20 08:30:00,222.64,222.79,222.0,222.79,545,IBM
2024-12-20 08:35:00,222.7,222.9,221.51,222.1,22,IBM
2024-12-20 08:40:00,222.6195,222.7,221.81,221.81,52,IBM
2024-12-20 08:45:00,222.82,223.1,222.53,223.1,36,IBM
2024-12-20 08:50:00,222.84,223.12,222.68,222.93,724,IBM
2024-12-20 08:55:00,223.45,223.8,222.0,222.0,179,IBM
2024-12-20 09:00:00,222.87,223.4,222.0,222.0,88,IBM
2024-12-20 09:05:00,222.655,224.23,222.655,222.9,26,IBM
2024-12-20 09:10:00,222.9,223.2,222.73,222.9,40,IBM
2024-12-20 09:15:00,223.8,223.8,222.63,222.92,10,IBM
2024-12-20 09:20:00,223.0,223.0,222.25,222.9,16,IBM
2024-12-20 09:25:00,222.9,223.0,221.89,222.23,474,IBM
2024-12-20 09:30:00,222.73,223.1,221.68,222.472,814067,IBM
2024-12-20 09:35:00,222.56,223.0,222.11,222.95,40210,IBM
2024-12-20 09:40:00,222.8046,222.9999,222.23,222.2814,23943,IBM
2024-12-20 09:45:00,222.15,222.4,221.8025,222.11,24943,IBM
2024-12-20 09:50:00,222.0715,222.99,221.75,222.802,26224,IBM
2024-12-20 09:55:00,222.8,223.1404,222.58,222.58,19468,IBM
2024-12-20 10:00:00,222.73,223.09,222.55,223.005,21470,IBM
2024-12-20 10:05:00,223.085,223.1942,222.6,222.89,15526,IBM
2024-12-20 10:10:00,222.82,223.515,222.73,223.515,27525,IBM
2024-12-20 10:15:00,223.47,223.71,223.435,223.46,17377,IBM
2024-12-20 10:20:00,223.55,224.0,223.44,223.9,23535,IBM
2024-12-20 10:25:00,223.83,224.385,223.83,224.31,18172,IBM
2024-12-20 10:30:00,224.69,225.06,224.61,224.92,14420,IBM
2024-12-20 10:35:00,224.74,224.74,224.38,224.62,73148,IBM
2024-12-20 10:40:00,224.54,224.9038,224.39,224.815,24205,IBM
2024-12-20 10:45:00,224.815,224.815,224.47,224.75,22534,IBM
2024-12-20 10:50:00,224.75,224.93,224.72,224.84,16373,IBM
2024-12-20 10:55:00,224.886,224.955,224.49,224.49,19078,IBM
2024-12-20 11:00:00,224.505,225.24,224.45,225.22,25060,IBM
2024-12-20 11:05:00,225.19,225.47,225.19,225.28,25213,IBM
2024-12-20 11:10:00,225.305,225.76,225.305,225.675,31566,IBM
2024-12-20 11:15:00,225.71,225.98,225.57,225.705,31991,IBM
2024-12-20 11:20:00,225.705,225.705,225.13,225.415,75617,IBM
2024-12-20 11:25:00,225.35,226.245,225.32,226.24,46527,IBM
2024-12-20 11:30:00,226.25,226.414,226.12,226.255,31683,IBM
2024-12-20 11:35:00,226.305,226.86,226.305,226.835,28679,IBM
2024-12-20 11:40:00,226.75,227.0,226.64,226.9291,32685,IBM
2024-12-20 11:45:00,226.9,226.905,226.56,226.56,19204,IBM
2024-12-20 11:50:00,226.64,226.66,226.26,226.4858,25450,IBM
2024-12-20 11:55:00,226.5,226.9799,226.5,226.76,34192,IBM
2024-12-20 12:00:00,226.76,226.93,226.53,226.8127,22429,IBM
2024-12-20 12:05:00,226.82,227.05,226.68,227.025,28596,IBM
2024-12-20 12:10:00,227.0239,227.14,226.9,226.975,20846,IBM
2024-12-20 12:15:00,226.97,227.3,226.965,227.09,24257,IBM
2024-12-20 12:20:00,227.14,227.23,227.07,227.12,16156,IBM
2024-12-20 12:25:00,227.13,227.6847,227.09,227.53,24653,IBM
2024-12-20 12:30:00,227.53,227.55,226.84,226.98,24646,IBM
2024-12-20 12:35:00,227.06,227.335,226.985,227.195,25841,IBM
2024-12-20 12:40:00,227.2,227.4,227.08,227.08,17724,IBM
2024-12-20 12:45:00,227.12,227.49,227.01,227.39,28279,IBM
2024-12-20 12:50:00,227.48,227.54,227.33,227.505,22823,IBM
2024-12-20 12:55:00,227.4,227.57,227.1,227.1,14465,IBM
2024-12-20 13:00:00,227.0867,227.125,226.71,226.7451,17401,IBM
2024-12-20 13:05:00,226.7,226.72,226.46,226.6356,16875,IBM
2024-12-20 13:10:00,226.56,226.81,226.46,226.75,18341,IBM
2024-12-20 13:15:00,226.58,226.68,226.285,226.6,29436,IBM
2024-12-20 13:20:00,226.6562,226.6562,226.18,226.25,13887,IBM
2024-12-20 13:25:00,226.25,226.467,226.08,226.08,15101,IBM
2024-12-20 13:30:00,226.23,226.4899,226.14,226.215,19088,IBM
2024-12-20 13:35:00,226.215,226.37,225.74,225.74,15700,IBM
2024-12-20 13:40:00,225.91,225.96,225.62,225.67,13262,IBM
2024-12-20 13:45:00,225.7744,225.82,225.42,225.44,14476,IBM
2024-12-20 13:50:00,225.505,225.84,225.41,225.84,21741,IBM
2024-12-20 13:55:00,225.87,225.9949,225.57,225.63,18334,IBM
2024-12-20 14:00:00,225.625,225.7,225.455,225.57,22418,IBM
2024-12-20 14:05:00,225.55,225.78,225.41,225.64,19660,IBM
2024-12-20 14:10:00,225.61,225.67,225.45,225.4601,10347,IBM
2024-12-20 14:15:00,225.4611,225.66,225.34,225.56,15758,IBM
2024-12-20 14:20:00,225.63,225.96,225.45,225.87,32127,IBM
2024-12-20 14:25:00,225.9261,226.07,225.81,225.93,19299,IBM
2024-12-20 14:30:00,225.955,226.23,225.955,226.18,22367,IBM
